title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid
Philippa of England,,female,Catholicism,,7537146
Juana Enríquez,,female,Catholicism,,5131086
Maria Beatrice of Savoy,,female,Catholicism,,2137082
George Beadle,,male,Christianity,,767277
Raymond Flynn,,male,Catholic Church,Democratic Party,577030
Debbie Stabenow,,female,United Methodist Church,Democratic Party,335844
"Eleanor of Aragon, Queen of Portugal",,female,Christianity,,4761010
Kathleen Battle,African Americans,female,,,653203
Joan Blondell,,female,,California Republican Party,244831
Phylicia Rashad,African Americans,female,,,622498
Tamar of Georgia,,female,Georgian Orthodox Church,,37762
Lal Bahadur Shastri,,male,Hinduism,Indian National Congress,137109
Imam Shamil,,male,Sunni Islam,,413646
Marin Čilić,,male,Catholic Church,,9637353
Frank Lucas (Oklahoma politician),,male,Baptists,Republican Party,47725651
Pearse Doherty,,male,,Sinn Féin,10250278
As-Saffah,,male,Islam,,341259
Bessie Coleman,African Americans,female,,,273081
Edith Wilson,,female,,Democratic Party,415575
Princess Friederike of Brandenburg-Schwedt,,female,Protestantism,,19822168
Carly Fiorina,,female,,Republican Party,537968
June Lockhart,,female,,California Republican Party,801152
Stuart Andrew,,male,,Conservative Party,27264640
Phil Murphy,,male,,Democratic Party,24067076
Jake Berry,,male,,Conservative Party,27309266
David Blunkett,,male,,Labour Party,8065844
Karen Bradley,,female,,Conservative Party,27358422
John Whittingdale,,male,Anglicanism,Conservative Party,429871
Kasturba Gandhi,,female,Hinduism,,761800
"Spencer Compton, 1st Earl of Wilmington",,male,,Whigs,395557
Greg Clark,,male,,Conservative Party,46437939
Edgar Wallace,English people,male,,,460443
Stephen Twigg,,male,,Labour Co-operative,413358
John Harsanyi,,male,atheism,,442291
Kristen Schaal,,female,Lutheranism,,7297505
Paul Robeson,,male,,Progressive Party,23229
Hakeem Olajuwon,,male,Sunni Islam,,256369
Rollo,,male,Old Norse religion,,42518
Mary of Jesus of Ágreda,,female,Catholic Church,,2279953
Takeda Shingen,,male,Buddhism,,317069
Paul Rudd,,male,Judaism,,685608
Topher Grace,,male,Christianity,,440000
Urvashi (actress),,female,Hinduism,,6605855
István Széchenyi,,male,Catholic Church,,436254
Taira no Kiyomori,,male,Buddhism,,180280
Vladimir Solovyov (philosopher),,male,Catholic Church,,829763
Mahbub ul Haq,,male,Islam,,698862
Siddique (actor),,male,Islam,,11372885
Filippo Maria Visconti,,male,Catholicism,,998335
John Cryer,,male,,Labour Party,415166
Cathy McMorris Rodgers,,female,,Republican Party,810136
Damien Hirst,English people,male,,,293321
Ahmed Shafik,,male,Islam,Egyptian Patriotic Movement,4973612
Jerry Lewis,,male,,Republican Party,15967
Nikolai Podgorny,,male,atheism,Communist Party of the Soviet Union,607489
Carlos Andrés Pérez,,male,Roman Catholic,Democratic Action,547577
Sam Harris,,male,,Democratic Party,2400008
Gaston Doumergue,,male,Protestantism,Radical Party,402492
Tunku Abdul Rahman,,male,Sunni Islam,United Malays National Organisation,364275
Geraint Davies (Labour politician),,male,,Labour Co-operative,420173
Giovanni Giolitti,,male,Catholic Church,Historical Left,355439
Yakov Sverdlov,,male,atheism,Communist Party of the Soviet Union,555097
Umar II,,male,Islam,,437373
Sokollu Mehmed Pasha,,male,Serbian Orthodox Church,,485701
George Habash,,male,Greek Orthodox Church,Popular Front for the Liberation of Palestine,430428
John V of Portugal,,male,Catholic Church,,149469
Carolee Schneemann,White Americans,female,,,1870977
Louise Slaughter,,female,Anglicanism,Democratic Party,963718
Angela Eagle,,female,,Labour Party,420127
Maria Eagle,,female,,Labour Party,420134
Abbott Lawrence,,male,Unitarianism,National Republican Party,813324
Michael Cera,,male,atheism,,921454
James Taylor,,male,,Democratic Party,148375
George Fox,,male,Quakers,,13156
Jean-Claude Duvalier,,male,Catholicism,National Unity Party,102002
Peter of Castile,,male,Catholicism,,151358
Davy Crockett,,male,,National Republican Party,81083
Machado de Assis,Pardo Brazilians,male,,,319743
Li Xiannian,,male,,Chinese Communist Party,364831
Michael Ignatieff,,male,Eastern Orthodox Church,Liberal Party of Canada,6391151
Adlai Stevenson II,,male,Unitarianism,Democratic Party,52737
Donnie Yen,,male,Buddhism,,1476899
Donald Davidson (philosopher),,male,atheism,,295750
Giovanni Gentile,,male,atheism,National Fascist Party,776738
Andrei Grechko,,male,,Communist Party of the Soviet Union,1017681
Marcelo H. del Pilar,,male,Catholic Church,,24959384
Iain Banks,,male,atheism,,14858
Alfonso VII of León and Castile,,male,Catholicism,,70650
Robert Mapplethorpe,,male,Reform Judaism,,320711
Mirza Ghulam Ahmad,,male,Ahmadiyya,,466991
John Krasinski,,male,,Democratic Party,1845368
Lewis H. Morgan,,male,,Republican Party,461567
Bernard-Henri Lévy,,male,atheism,,350258
Ross Perot,,male,,Republican Party,43505
Ayad Allawi,,male,Islam,Iraqi National Movement,440288
Emmanuel Le Roy Ladurie,,male,,French Communist Party,376823
Martin Keown,,male,Catholicism,,1666773
Andrei Platonov,,male,,Communist Party of the Soviet Union,592476
Eugène Sue,French,male,,,806405
Peter Lombard,,male,Christianity,,600883
Ali al-Hadi,,male,Islam,,430209
Manuel Belgrano,,male,political Catholicism,Carlotism,407896
Nikolai Tikhonov,,male,,Communist Party of the Soviet Union,609467
Georges Ernest Boulanger,,male,,Ligue des Patriotes,443834
Masoud Barzani,,male,Sunni Islam,Kurdistan Democratic Party,8122677
Phil Jackson,,male,Buddhism,,663591
Louis de Bonald,,male,Catholic Church,,629224
Andrés de Urdaneta,,male,Catholic Church,,1697072
Wayne Shorter,,male,Soka Gakkai,,289577
Fakhruddin Ali Ahmed,,male,Islam,Indian National Congress,914932
Ibn Hazm,,male,Islam,,1467830
Valeri Polyakov,,male,,Communist Party of the Soviet Union,873641
Ansprand,,male,Catholicism,,3276032
Najib Mikati,,male,Sunni Islam,March 8 Alliance,30865772
Edmund Randolph,,male,Episcopal Church,Federalist Party,266907
Raymond of Penyafort,,male,Christianity,,3054587
Hillel the Elder,,male,Judaism,,313892
Tvrtko I of Bosnia,,male,Catholicism,,461806
Rama II,,male,Buddhism,,1247773
Edmund Muskie,,male,Catholic Church,Democratic Party,307962
Carlos P. Garcia,Ilocano,male,Christianity,Nacionalista Party,916606
Nile Kinnick,,male,Christian Science,,1466074
Ben Ray Luján,,male,,Democratic Party,16939161
Agha Mohammad Khan Qajar,,male,Shia Islam,,701191
Art Spiegelman,,male,Judaism,,252999
Pierre Drieu La Rochelle,,male,,French Popular Party,496076
Daredevil (Marvel Comics character),,male,Catholicism,,18630681
Lewis Morris,,male,,Federalist Party,1189595
Taha Hussein,,male,Islam,,1683918
Shruti Haasan,,female,Hinduism,,14790824
Alan Johnson,,male,atheism,Labour Party,420600
Stafford Cripps,,male,Anglicanism,Labour Party,441856
John Bowring,,male,Unitarianism,Radicals,326328
Chris Huhne,,male,,Liberal Democrats,723762
Des Browne,,male,,Labour Party,414755
"Stafford Northcote, 1st Earl of Iddesleigh",,male,,Conservative Party,309098
"Henry Phipps, 1st Earl of Mulgrave",,male,,Tories,449917
Marty Feldman,,male,atheism,,51276
Norberto Bobbio,,male,,Italian Socialist Party,1406651
"Douglas Hogg, 1st Viscount Hailsham",,male,,Conservative Party,277176
J. R. Clynes,,male,,Labour Party,520052
Walter Monckton,,male,,Conservative Party,951990
John Buchan,,male,,Unionist Party,84935
Justine Greening,,female,,Conservative Party,1847104
Chan Santokhi,,male,,Progressive Reform Party,36482465
"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",,male,Anglicanism,Conservative Party,551197
"Kenneth Baker, Baron Baker of Dorking",,male,,Conservative Party,416695
"Roundell Palmer, 1st Earl of Selborne",,male,,Conservative Party,446534
Ibrahim Babangida,,male,Islam,Peoples Democratic Party,552919
Fareed Zakaria,,male,Islam,,980845
Lionel de Rothschild,,male,,Liberal Party,1042321
Henry McLeish,,male,Church of Scotland,Scottish Labour Party,523512
Michael Gove,,male,Presbyterianism,Conservative Party,1281068
Cédric Villani,,male,,Renaissance,27172341
"Richard Haldane, 1st Viscount Haldane",,male,,Labour Party,366699
Peter Thorneycroft,,male,,Conservative Party,812314
Kazi Nazrul Islam,,male,Sunni Islam,,539155
Menno Simons,,male,anabaptism,,301503
Jayavarman VII,,male,Mahāyāna,,451255
Duff Cooper,,male,,Conservative Party,342353
Abu Sufyan ibn Harb,,male,Islam,,30876780
Al-Mu'izz li-Din Allah,,male,Islam,,2100593
Adolfo López Mateos,,male,,Institutional Revolutionary Party,390164
"Henry Herbert, 4th Earl of Carnarvon",,male,,Conservative Party,417906
"Rufus Isaacs, 1st Marquess of Reading",,male,,Liberal Party,309475
"Janet Royall, Baroness Royall of Blaisdon",,female,,Labour Party,15400600
Stefan Lazarević,,male,Serbian Orthodox Church,,1542969
"George Lascelles, 7th Earl of Harewood",,male,Anglicanism,,332214
Francis Collins,,male,Christianity,,23943084
Pavel Florensky,,male,Eastern Orthodox Church,,2848919
"Henry Petty-Fitzmaurice, 5th Marquess of Lansdowne",,male,,Liberal Unionist Party,287396
Carole Fredericks,African Americans,female,,,2454600
Artabanus II of Parthia,,male,Zoroastrianism,,1680260
Belisario Betancur,,male,,Colombian Conservative Party,326952
Michael Landon,,male,,California Republican Party,301776
Vanessa Redgrave,,female,,Labour Party,63741
Rainn Wilson,,male,Baháʼí Faith,,2798502
Adam Schiff,,male,Judaism,Democratic Party,408932
Christian Rakovsky,,male,,Romanian Social Democratic Party (historical),606917
Adam Smith (Washington politician),,male,Episcopal Church,Democratic Party,410158
Mitch Daniels,,male,,Republican Party,1129654
Herbert Brownell Jr.,,male,,Republican Party,411159
Walter F. George,,male,,Democratic Party,1694803
John W. Griggs,,male,,Republican Party,862185
Roger Douglas,,male,,New Zealand Labour Party,352842
Tom Arnold (actor),,male,Judaism,,448514
"Prince Philippe, Count of Paris",,male,Catholic Church,,1236115
Roger Sherman,,male,Congregational churches,Pro-Administration Party,260910
Harry Morgan,,male,,Democratic Party,493057
Richard Petty,,male,,Republican Party,25480
Robert Stack,,male,,California Republican Party,227514
Herman Talmadge,,male,,Democratic Party,950602
George Busbee,,male,,Democratic Party,839062
"Alfred Milner, 1st Viscount Milner",,male,,Conservative Party,604512
J. B. M. Hertzog,,male,Nederduitse Gereformeerde Kerk,South African Party,432715
Han Duck-soo,,male,Catholic Church,Bareun Party,4827727
Héctor José Cámpora,,male,,Justicialist Party,339662
Gray Davis,,male,Catholic Church,Democratic Party,98573
Lew Wallace,,male,Protestantism,Republican Party,44086
Sebastião Salgado,,male,atheism,,340954
Michael Peña,,male,Scientology,,2684472
Rached Ghannouchi,,male,Islam,Ennahda Movement,10991302
Natan Sharansky,,male,Judaism,Consolidation,815920
Wendell Ford,,male,,Democratic Party,583193
Vincent Gallo,,male,,Republican Party,217837
Lloyd Doggett,,male,Methodism,Democratic Party,833550
Yves Congar,,male,Catholic Church,,730518
Paul Schrader,,male,Calvinism,,740870
Pedro Pablo Ramírez,,male,,independent politician,717725
Camilo Castelo Branco,,male,Catholic Church,,2447984
Fethi Okyar,,male,Islam,Republican People's Party,8150877
Stéphane Dion,,male,Catholic Church,Liberal Party of Canada,692732
Francesco Moser,,male,,Trentino Tyrolean Autonomist Party,2204846
Donald Crisp,,male,,California Republican Party,774001
Ibn Hawqal,,male,Islam,,3178013
Thorvald Stauning,,male,,Social Democrats,297354
Peter Atkins,,male,atheism,,713028
Lorenzo Ruiz,,male,Catholicism,,355620
Alexander Lebedev,,male,,Communist Party of the Soviet Union,8899989
Richard Thaler,,male,Judaism,,888932
Tim Keller (pastor),,male,Presbyterianism,,3423584
Judas of Galilee,Hebrews,male,,,1311854
Betty White,Americans,female,Unity Church,Democratic Party,415045
Theodore McCarrick,,male,Catholic Church,,1000781
Milton Shapp,,male,Judaism,Democratic Party,1537031
Edmondo Rossoni,,male,,National Fascist Party,2147624
Warren Zevon,Russian Americans,male,,,200591
Heng Samrin,,male,,Cambodian People's Party,1097934
Leonardo Boff,,male,Catholicism,,1810987
Bernardino de Sahagún,,male,Catholic Church,,613525
Motilal Nehru,,male,,Indian National Congress,762733
Azim Premji,,male,Islam,,423745
Jejomar Binay,,male,,Partido Demokratiko Pilipino–Lakas ng Bayan,7572516
Shahid Afridi,,male,Sunni Islam,,554074
Chuck Schumer,Jewish people,male,Judaism,Democratic Party,326708
Faiz Ahmad Faiz,,male,Sunni Islam,Communist Party of Pakistan,517675
Deniz Baykal,,male,Islam,Republican People's Party,1854263
Samuel Smith (Maryland politician),,male,,Democratic-Republican Party,1331251
Symeon the New Theologian,,male,Eastern Orthodoxy,,2802890
Willy Claes,,male,,Vooruit,539813
Dominique Strauss-Kahn,,male,Judaism,Socialist Party,1669496
Donald Wuerl,,male,Catholic Church,,5169533
Shah Waliullah Dehlawi,,male,Sunni Islam,,46320983
Patsy Mink,,female,Congregational churches,Democratic Party,712550
Akshaye Khanna,,male,Hinduism,,2155538
Ibn Abbas,,male,Islam,,1451639
Jimmie Davis,,male,Baptists,Democratic Party,420811
Fernando Wood,,male,,Democratic Party,384118
Maxwell Anderson,,male,atheism,,350048
Philippe Garrel,,male,atheism,,1801856
Joe Courtney (politician),,male,Catholic Church,Democratic Party,2274386
Oveta Culp Hobby,,female,,Republican Party,930011
Michael Harrington,,male,atheism,Socialist Party of America,39596461
Julie Bishop,,female,,Liberal Party of Australia,559143
Mel Martínez,,male,Catholic Church,Republican Party,296686
Maryam Rajavi,,female,Islam,People's Mojahedin Organization of Iran,1711339
Robert F. Wagner Jr.,,male,,Democratic Party,866363
Jennifer Holliday,African Americans,female,,,2176310
Harvey Pekar,,male,atheism,,478570
Mariano Paredes (President of Mexico),,male,,Conservative Party,1790763
Antonio de Mendoza,,male,Catholicism,,1024444
Viola Liuzzo,,female,Unitarian Universalism,,956872
Rick Falkvinge,,male,,Pirate Party,5334905
John Jacob Rhodes,,male,,Republican Party,1487707
Robert Bacon,,male,Presbyterianism,Republican Party,626563
"Archduke Friedrich, Duke of Teschen",,male,Catholic Church,,548236
Grand Duke Konstantin Nikolayevich of Russia,,male,Eastern Orthodoxy,,1430474
Madam C. J. Walker,African Americans,female,,,472573
Theodore Roosevelt Jr.,,male,,Republican Party,699433
Joseph Caillaux,,male,,Democratic Republican Alliance,402523
Henry Morgenthau Jr.,,male,Judaism,Democratic Party,584964
Frederick H. Gillett,,male,,Republican Party,1119303
Devadatta,,male,Buddhism,,981895
Miguel Ricardo de Álava,,male,,Progressive Party,1052798
Rafer Johnson,,male,,Democratic Party,657162
Lee Ann Womack,,female,,Republican Party,312919
Pascual Ortiz Rubio,,male,atheism,Institutional Revolutionary Party,5195141
Kamehameha III,,male,Protestantism,,690640
Carolyn Maloney,,female,Presbyterianism,Democratic Party,964291
Rufus King,,male,,Federalist Party,261268
David Cassidy,,male,,Democratic Party,88604
John M. McHugh,,male,,Republican Party,964364
Trina Robbins,Jewish people,female,paganism,,3207655
Martha Layne Collins,,female,,Democratic Party,1616224
Alexandros Mavrokordatos,,male,,English Party,2780633
Christy Clark,,female,,BC United,536470
Isabel Paterson,,female,deism,,1400094
Fred M. Vinson,,male,Methodism,Democratic Party,573969
Albert Apponyi,,male,,Deák Party,3079476
Pat Quinn (politician),,male,,Democratic Party,1616219
Cynthia Weil,American Jews,female,,,1660385
Frederica Wilson,,female,,Democratic Party,13719198
Barbara Jordan,African Americans,female,Baptists,Democratic Party,351329
Yvette Clarke,,female,Episcopal Church,Democratic Party,2045683
Ion I. C. Brătianu,,male,Eastern Orthodox Church,National Liberal Party,1373464
Ilan Pappé,,male,,Hadash,3014514
Marianne Thieme,,female,Seventh-day Adventist Church,Party for the Animals,8282371
Aletta Jacobs,,female,Judaism,Free-thinking Democratic League,3853360
Katy Gallagher,,female,,Australian Labor Party,1471898
"Larry Johnson (basketball, born 1969)",,male,Islam,,1302142
Kim Tae-hee,,female,Catholicism,,2969868
John Warner,,male,Episcopal Church,Republican Party,326957
Yvonne Ridley,,female,Islam,,766968
J. Warren Keifer,,male,,Republican Party,1118997
Meena Kumari,,female,Islam,,2832794
Mira Nair,,female,Hinduism,,80669
Noor Jehan,,female,Islam,,368733
Buffy Sainte-Marie,Cree,female,,,418634
Edmond James de Rothschild,,male,Judaism,,398525
Carlos Castillo Armas,,male,Catholicism,National Liberation Movement,539364
Ali Akbar Khan,,male,Islam,,577451
Wan Azizah Wan Ismail,,female,Sunni Islam,People's Alliance,1428991
M. Karunanidhi,,male,Anti-Hinduism,All India Anna Dravida Munnetra Kazhagam,479912
Alaungpaya,,male,Theravāda,,1417207
"George Read (American politician, born 1733)",,male,,Federalist Party,261180
Paolo Villaggio,,male,,Italian Radicals,2232476
Edward Balliol,,male,Catholicism,,23777994
Peng Zhen,,male,,Chinese Communist Party,401892
William Lewis Moore,,male,atheism,,1363496
Frank Church,,male,Presbyterianism,Democratic Party,461925
William Colby,,male,,independent politician,456228
Rivaldo,,male,Islam,,258947
Jack Black,,male,Judaism,Democratic Party,343560
Christine Lagarde,,female,,Union for a Popular Movement,9103381
Anand Satyanand,,male,Catholic Church,,4609946
Ananias son of Nedebeus,,male,Judaism,,27702270
Ibn Taymiyyah,,male,Sunni Islam,,272074
Alexander Stubb,,male,,National Coalition Party,1767274
Chris Pratt,,male,Christianity,California Republican Party,1916589
Bill Bradley,,male,,Democratic Party,288047
Alexander Gomelsky,,male,,Communist Party of the Soviet Union,2466872
Jerry Nadler,American Jews,male,Judaism,Democratic Party,960332
"John Frederick I, Elector of Saxony",,male,Lutheranism,,731804
Emmett Till,African Americans,male,,,430315
Alexander Gretchaninov,,male,Eastern Orthodox Church,,1482990
Frank Lautenberg,,male,Judaism,Democratic Party,329971
Colson Whitehead,African Americans,male,,,744717
Wendy Alexander,,female,,Scottish Labour Party,472415
